,Review Title,Total Review,Preprocessed Reviews,sentiment
67," Yikes. THIS is people's ""best movie ever""?
","The recurring themes of so many of the 10 star reviews here should tell you a lot about this movie and its audience. If you can't get through a movie review without tossing in one or more claims that ""THIS movie is so much better and smarter than YOUR superhero movie"" (or even basing your entire review around this premise), then I hate to break it to you, but kid, you're nowhere near as intelligent and grown up as you think you are. This ""my comic publisher is better than yours"" BS should have been left behind on your grade school playground, it has absolutely no relevance to the quality of this movie, and your opinion of this movie should be considered highly suspect if you're in this group.I gotta say, if this movie was also your idea of the most perfect film ever made, you really need to get out more. Look, I get it. If you live in a safe little box where all you watch are superhero movies and mainstream blockbusters then I understand how exposure to themes like this for the first time would seem new and exciting to you, and I think we can all agree that this is probably the best DC Comics related movie in the last decade or so (though that's not a high bar to meet) and of course Joaquin Phoenix is a very talented actor, but stop and take a step back and look at this thing.Joker does indeed present a theme that is of importance to our society, that of the neglect and demonizing of the mentally ill to a degree that sometimes creates monsters which everyone around them should have seen coming a mile away if they hadn't been too busy looking away to avoid feeling uncomfortable. Unfortunately, reminding us all of the fact that this situation still exists is all this movie really has to say. It dances around important subjects like ""HEY KIDS, CLASS INEQUALITY!"", but then never offers any actual insight into them, usually because it's too busy making forced Batman references or dropping cringey little edgy moments like the ""Don't smile"" sign scene which seem to have been designed solely to have something for Hot Topic to print a new t-shirt of. Between that and every single plot twist being telegraphed so very far in advance because a lot of us have seen all these exact same twists so very many times before, I just wasn't impressed.Perhaps if this had been an actual stand-alone movie of its own instead of being shackled by its completely unnecessary ties to the Batman universe it could have done something more interesting with its themes. Don't get me wrong, I don't have any problem with superhero movies, but it just feels so gratuitous here, as if someone came up with this idea, pitched it to an executive, and was told ""sounds great, but can you make it a Batman movie somehow?"", and I'm sorry, but I'm just not into a movie trying to tell me a half-hearted, yet dead-serious speech about mental illness in modern society while simultaneously constantly reminding me that it's technically a superhero movie because $$$","['the', 'recur', 'theme', 'mani', 'star', 'review', 'tell', 'lot', 'movi', 'audienc', 'if', 'cant', 'get', 'movi', 'review', 'without', 'toss', 'one', 'claim', 'thi', 'movi', 'much', 'better', 'smarter', 'your', 'superhero', 'movi', 'even', 'base', 'entir', 'review', 'around', 'premis', 'i', 'hate', 'break', 'kid', 'your', 'nowher', 'near', 'intellig', 'grown', 'think', 'thi', 'comic', 'publish', 'better', 'b', 'left', 'behind', 'grade', 'school', 'playground', 'absolut', 'relev', 'qualiti', 'movi', 'opinion', 'movi', 'consid', 'highli', 'suspect', 'your', 'groupi', 'got', 'ta', 'say', 'movi', 'also', 'idea', 'perfect', 'film', 'ever', 'made', 'realli', 'need', 'get', 'look', 'i', 'get', 'if', 'live', 'safe', 'littl', 'box', 'watch', 'superhero', 'movi', 'mainstream', 'blockbust', 'i', 'understand', 'exposur', 'theme', 'like', 'first', 'time', 'would', 'seem', 'new', 'excit', 'i', 'think', 'agre', 'probabl', 'best', 'dc', 'comic', 'relat', 'movi', 'last', 'decad', 'though', 'that', 'high', 'bar', 'meet', 'cours', 'joaquin', 'phoenix', 'talent', 'actor', 'stop', 'take', 'step', 'back', 'look', 'thingjok', 'inde', 'present', 'theme', 'import', 'societi', 'neglect', 'demon', 'mental', 'ill', 'degre', 'sometim', 'creat', 'monster', 'everyon', 'around', 'seen', 'come', 'mile', 'away', 'hadnt', 'busi', 'look', 'away', 'avoid', 'feel', 'uncomfort', 'unfortun', 'remind', 'u', 'fact', 'situat', 'still', 'exist', 'movi', 'realli', 'say', 'it', 'danc', 'around', 'import', 'subject', 'like', 'hey', 'kid', 'class', 'inequ', 'never', 'offer', 'actual', 'insight', 'usual', 'busi', 'make', 'forc', 'batman', 'refer', 'drop', 'cringey', 'littl', 'edgi', 'moment', 'like', 'dont', 'smile', 'sign', 'scene', 'seem', 'design', 'sole', 'someth', 'hot', 'topic', 'print', 'new', 'tshirt', 'between', 'everi', 'singl', 'plot', 'twist', 'telegraph', 'far', 'advanc', 'lot', 'u', 'seen', 'exact', 'twist', 'mani', 'time', 'i', 'wasnt', 'impressedperhap', 'actual', 'standalon', 'movi', 'instead', 'shackl', 'complet', 'unnecessari', 'tie', 'batman', 'univers', 'could', 'done', 'someth', 'interest', 'theme', 'dont', 'get', 'wrong', 'i', 'dont', 'problem', 'superhero', 'movi', 'feel', 'gratuit', 'someon', 'came', 'idea', 'pitch', 'execut', 'told', 'sound', 'great', 'make', 'batman', 'movi', 'somehow', 'im', 'sorri', 'im', 'movi', 'tri', 'tell', 'halfheart', 'yet', 'deadseri', 'speech', 'mental', 'ill', 'modern', 'societi', 'simultan', 'constantli', 'remind', 'technic', 'superhero', 'movi']",neutral
68," Beware of anyone who hails this as ""a masterpiece"".
","Simply put, this movie is no masterpiece and if you think it is, you need to see WAY more movies. And by way more movies, I mean movies that aren't superhero movies. The funny thing about all the people who call this movie ""a masterpiece"" is that they can't qualify that claim in any way. Try it for yourself - ask the next person you talk to about Joker why it's a masterpiece. If you're lucky, you might get a response that goes as deep as them saying something vague about the writing and directing being amazing. Ask them to explain that. I guarantee you they won't be able to. This movie is one note, from beginning to end. Joker is crazy at the start, and crazy at the end. There is zero nuance, subtlety or character development. He simply goes from being crazy to crazier. It is cynical, lazy and a dull retread of the REAL masterpieces (like Taxi Driver and King of Comedy) from which it shamelessly steals (poorly, I might add). Beware of anyone who calls this a masterpiece, they have zero understanding of cinema.","['simpli', 'put', 'movi', 'masterpiec', 'think', 'need', 'see', 'way', 'movi', 'and', 'way', 'movi', 'i', 'mean', 'movi', 'arent', 'superhero', 'movi', 'the', 'funni', 'thing', 'peopl', 'call', 'movi', 'masterpiec', 'cant', 'qualifi', 'claim', 'way', 'tri', 'ask', 'next', 'person', 'talk', 'joker', 'masterpiec', 'if', 'your', 'lucki', 'might', 'get', 'respons', 'goe', 'deep', 'say', 'someth', 'vagu', 'write', 'direct', 'amaz', 'ask', 'explain', 'i', 'guarante', 'wont', 'abl', 'thi', 'movi', 'one', 'note', 'begin', 'end', 'joker', 'crazi', 'start', 'crazi', 'end', 'there', 'zero', 'nuanc', 'subtleti', 'charact', 'develop', 'he', 'simpli', 'goe', 'crazi', 'crazier', 'it', 'cynic', 'lazi', 'dull', 'retread', 'real', 'masterpiec', 'like', 'taxi', 'driver', 'king', 'comedi', 'shamelessli', 'steal', 'poorli', 'i', 'might', 'add', 'bewar', 'anyon', 'call', 'masterpiec', 'zero', 'understand', 'cinema']",positive
69," I don't get it
",Yes Joaquin's performance is good and the cinematography is pretty but otherwise I do not get all the hype about this movie.Not for a long time have I felt like I would be better off leaving the cinema than staying and getting my money's worth.For something that was supposed to be gritty and real it had a lot of convenient scenes to help push the plot along.Very disappointed.,"['ye', 'joaquin', 'perform', 'good', 'cinematographi', 'pretti', 'otherwis', 'i', 'get', 'hype', 'movienot', 'long', 'time', 'i', 'felt', 'like', 'i', 'would', 'better', 'leav', 'cinema', 'stay', 'get', 'money', 'worthfor', 'someth', 'suppos', 'gritti', 'real', 'lot', 'conveni', 'scene', 'help', 'push', 'plot', 'alongveri', 'disappoint']",positive
70," Astonishing Masterpiece
","What an incredible ride this was. I was almost motionless throughout, watching in awe the performance of a lifetime - the transition from troubled man to monster, the hounding score which directly drove the goosebumps, the cinematography which made you feel like you were flying through Gotham looking for Arthur yourself and the masterful De Niro who gave his nod to Jerry Lewis. Ignore DC. Ignore Batman. This is a work of art in its own right.","['what', 'incred', 'ride', 'i', 'almost', 'motionless', 'throughout', 'watch', 'awe', 'perform', 'lifetim', 'transit', 'troubl', 'man', 'monster', 'hound', 'score', 'directli', 'drove', 'goosebump', 'cinematographi', 'made', 'feel', 'like', 'fli', 'gotham', 'look', 'arthur', 'master', 'de', 'niro', 'gave', 'nod', 'jerri', 'lewi', 'ignor', 'dc', 'ignor', 'batman', 'thi', 'work', 'art', 'right']",positive
71," Nonsense plot
",Arthur Fleck lives with his invalid mother. He is suffering from mental illness possibly as a result of childhood abuse. Budget cutbacks put an end to his weekly counselling sessions and he goes off his meds. In real life anyone else would quickly become non functioning but he seemingly becomes more normal.Consequently he goes from being a bumbling idiot to a highly skilled criminal. I didn't find that realistic at all. He also starts a hardly believable relationship with his beautiful single mom neighbor.It turns out that was in his imagination but the way it was portrayed made it impossible to tell which scenes were real and which imagined. The scenes with Robert De Niro seem like fantasy but apparently are real.There were many other scenes that defied belief:A random work colleague gave him a loaded handgun for free out of concern for his safety. Same person tried to throw him under a bus at the first sign of trouble.His neighbour left her door unlocked despite the dangerous neighbourhood.He was a suspect in multiple murders yet the cops made little effort to detain him.When he kills his mom in the hospital her ECG doesn't sound an alarm and nobody suspected it was him.Etc.Towards the end of the movie they recreated a scene from the Dark Knight which reminded me that Heath Ledger was 100 times better.I cannot see how the Joker portrayed in this movie could possibly become the Joker we know.,"['arthur', 'fleck', 'live', 'invalid', 'mother', 'he', 'suffer', 'mental', 'ill', 'possibl', 'result', 'childhood', 'abus', 'budget', 'cutback', 'put', 'end', 'weekli', 'counsel', 'session', 'goe', 'med', 'in', 'real', 'life', 'anyon', 'el', 'would', 'quickli', 'becom', 'non', 'function', 'seemingli', 'becom', 'normalconsequ', 'goe', 'bumbl', 'idiot', 'highli', 'skill', 'crimin', 'i', 'didnt', 'find', 'realist', 'he', 'also', 'start', 'hardli', 'believ', 'relationship', 'beauti', 'singl', 'mom', 'neighborit', 'turn', 'imagin', 'way', 'portray', 'made', 'imposs', 'tell', 'scene', 'real', 'imagin', 'the', 'scene', 'robert', 'de', 'niro', 'seem', 'like', 'fantasi', 'appar', 'realther', 'mani', 'scene', 'defi', 'beliefa', 'random', 'work', 'colleagu', 'gave', 'load', 'handgun', 'free', 'concern', 'safeti', 'same', 'person', 'tri', 'throw', 'bu', 'first', 'sign', 'troublehi', 'neighbour', 'left', 'door', 'unlock', 'despit', 'danger', 'neighbourhoodh', 'suspect', 'multipl', 'murder', 'yet', 'cop', 'made', 'littl', 'effort', 'detain', 'himwhen', 'kill', 'mom', 'hospit', 'ecg', 'doesnt', 'sound', 'alarm', 'nobodi', 'suspect', 'himetctoward', 'end', 'movi', 'recreat', 'scene', 'dark', 'knight', 'remind', 'heath', 'ledger', 'time', 'betteri', 'can', 'not', 'see', 'joker', 'portray', 'movi', 'could', 'possibl', 'becom', 'joker', 'know']",neutral
72," I feel like everyone is brain washed
","I thought this movie was complete and utter garbage. I don't understand why people liked this movie so much. The character doesn't even stay true to the comics and the director flat out said it didn't, and then they made it seem like it was part of Gothams fall and he was just a little boy that had a laughing problem... Hated it","['i', 'thought', 'movi', 'complet', 'utter', 'garbag', 'i', 'dont', 'understand', 'peopl', 'like', 'movi', 'much', 'the', 'charact', 'doesnt', 'even', 'stay', 'true', 'comic', 'director', 'flat', 'said', 'didnt', 'made', 'seem', 'like', 'part', 'gotham', 'fall', 'littl', 'boy', 'laugh', 'problem', 'hate']",negative
73," I made an account just to rate my disappoint for this film.
","I was expecting a masterpiece and oscar worthy film from all the hype.
I actually didn't enjoy watching this movie.
there was no message, it was slow and the joker turned out just to be the son of a schizophrenic and went crazy over a slight amount of bullying. I don't see how anyone could relate to this character and the laughing is lame acting way overdone.
I'm just stunned that this has a 9/10 rating right now, how the hell?","['i', 'expect', 'masterpiec', 'oscar', 'worthi', 'film', 'hype', 'i', 'actual', 'didnt', 'enjoy', 'watch', 'movi', 'messag', 'slow', 'joker', 'turn', 'son', 'schizophren', 'went', 'crazi', 'slight', 'amount', 'bulli', 'i', 'dont', 'see', 'anyon', 'could', 'relat', 'charact', 'laugh', 'lame', 'act', 'way', 'overdon', 'im', 'stun', 'rate', 'right', 'hell']",negative
74," Stop comparing it with Endgame
","Joker is literally an achievement in cinematic history there's no doubt in that ! But why people comparing it with Endgame ? Both movies have their own ways and they are completely different. Endgame was the best at its genre. Talking about Joker ... What can I say ... A beautiful presentation of storyline , direction , screenplay was all at its peak of greatness ... Heath ledger smiling down to earth :)","['joker', 'liter', 'achiev', 'cinemat', 'histori', 'there', 'doubt', 'but', 'peopl', 'compar', 'endgam', 'both', 'movi', 'way', 'complet', 'differ', 'endgam', 'best', 'genr', 'talk', 'joker', 'what', 'i', 'say', 'a', 'beauti', 'present', 'storylin', 'direct', 'screenplay', 'peak', 'great', 'heath', 'ledger', 'smile', 'earth']",neutral
75," BELIEVE THE HYPE
","Joaquin Phoenix gives Heath Ledger a run for his money, true story. This is not a popcorn fluff comic book flick. DO NOT TAKE YOUR KIDS TO SEE THIS MOVIE. Shut down all ballots for the Oscar, Joaquin is taking that one home hands down. One of the best origin stories EVER put out. The only downside to this movie, is that it is a stand alone film that will have no sequels or ties to the DC Universe. Todd Philips take on the Joker is one of pure brilliance and Joaquin Phoenix was the Joker we deserved. He didn't steal from Jack or Heath but yet you got a taste of both.","['joaquin', 'phoenix', 'give', 'heath', 'ledger', 'run', 'money', 'true', 'stori', 'thi', 'popcorn', 'fluff', 'comic', 'book', 'flick', 'do', 'not', 'take', 'your', 'kid', 'to', 'see', 'thi', 'movi', 'shut', 'ballot', 'oscar', 'joaquin', 'take', 'one', 'home', 'hand', 'one', 'best', 'origin', 'stori', 'ever', 'put', 'the', 'downsid', 'movi', 'stand', 'alon', 'film', 'sequel', 'tie', 'dc', 'univers', 'todd', 'philip', 'take', 'joker', 'one', 'pure', 'brillianc', 'joaquin', 'phoenix', 'joker', 'deserv', 'he', 'didnt', 'steal', 'jack', 'heath', 'yet', 'got', 'tast']",neutral
76," Masterpiece.
","The music. The intense. The realism. The performance. The story. Such a perfect combination of everything. I never felt that a character like joker could be real until I saw this. Phoenix shows us what a joker is in our society and shows us how power can be obtained. Philips on the other hand had the perfect choice of music, camera angles, lighting and every important factor. Overall, I did not expect the story to be this perfect. Too many shocking turns happened and it really does represent today's society. If I was in the first screening, I would have applauded for 80 min not 8.","['the', 'music', 'the', 'intens', 'the', 'realism', 'the', 'perform', 'the', 'stori', 'such', 'perfect', 'combin', 'everyth', 'i', 'never', 'felt', 'charact', 'like', 'joker', 'could', 'real', 'i', 'saw', 'phoenix', 'show', 'u', 'joker', 'societi', 'show', 'u', 'power', 'obtain', 'philip', 'hand', 'perfect', 'choic', 'music', 'camera', 'angl', 'light', 'everi', 'import', 'factor', 'overal', 'i', 'expect', 'stori', 'perfect', 'too', 'mani', 'shock', 'turn', 'happen', 'realli', 'repres', 'today', 'societi', 'if', 'i', 'first', 'screen', 'i', 'would', 'applaud', 'min']",positive
